case_id,orders,plain_result_hash,pp_result_hash,matched_pairs_equal,price_equal,quantity_equal,settlement_equal,penalties_equal,credit_updates_equal,order_states_equal,result_hash_equal,invariants_hold,permutation_stable,all_equal,plain_matched_pairs,pp_matched_pairs,notes
random_0105,39,aff1ea03b42b8e9dbd86386a0e292a921fccc9bbd81ede303229b94c3da6d486,aff1ea03b42b8e9dbd86386a0e292a921fccc9bbd81ede303229b94c3da6d486,true,true,true,true,true,true,true,true,true,true,true,12,12,Fixed-seed random differential case.
random_0106,11,e210643efc2f953c83f5cb3c9666d900fb1bac0ae32cee0a09726c73677753a7,e210643efc2f953c83f5cb3c9666d900fb1bac0ae32cee0a09726c73677753a7,true,true,true,true,true,true,true,true,true,true,true,5,5,Fixed-seed random differential case.
random_0107,23,68c25582ba2a41bd0b03a28d9e6ccfc54ec35a336de18144dc61999230757fd4,68c25582ba2a41bd0b03a28d9e6ccfc54ec35a336de18144dc61999230757fd4,true,true,true,true,true,true,true,true,true,true,true,5,5,Fixed-seed random differential case.
random_0108,22,7331fede555f39af3de4792e345b0f74e528d9395d4210cd998bd01860b606c9,7331fede555f39af3de4792e345b0f74e528d9395d4210cd998bd01860b606c9,true,true,true,true,true,true,true,true,true,true,true,7,7,Fixed-seed random differential case.
random_0109,20,5298dda61b609d2a1bdf55631669311f648fe4637fb2b67de8320812f3337874,5298dda61b609d2a1bdf55631669311f648fe4637fb2b67de8320812f3337874,true,true,true,true,true,true,true,true,true,true,true,4,4,Fixed-seed random differential case.
random_0110,15,49eb1820476dae00d459d216a445d14e8d9f62a257a435ee3c80706c6c0b8eaa,49eb1820476dae00d459d216a445d14e8d9f62a257a435ee3c80706c6c0b8eaa,true,true,true,true,true,true,true,true,true,true,true,7,7,Fixed-seed random differential case.
random_0111,21,c598dc1f46d70f2250f797aa316e3bf05f0ea49ca155c015d3393ab0c992fe4f,c598dc1f46d70f2250f797aa316e3bf05f0ea49ca155c015d3393ab0c992fe4f,true,true,true,true,true,true,true,true,true,true,true,3,3,Fixed-seed random differential case.
random_0112,18,f96638a87228cf4f835df25cbb0dd7d7b5ea626ae3424bf3bcece080dd6e27ca,f96638a87228cf4f835df25cbb0dd7d7b5ea626ae3424bf3bcece080dd6e27ca,true,true,true,true,true,true,true,true,true,true,true,1,1,Fixed-seed random differential case.
random_0113,34,a5ace035a71a5bb0603e89345395bced9b8b8a23e9701d602fbdf14b9a60730a,a5ace035a71a5bb0603e89345395bced9b8b8a23e9701d602fbdf14b9a60730a,true,true,true,true,true,true,true,true,true,true,true,13,13,Fixed-seed random differential case.
random_0114,33,0a0b258a465efa9b15c893b6aeea7d0fefd478c723b3c16ceafe6620fe051171,0a0b258a465efa9b15c893b6aeea7d0fefd478c723b3c16ceafe6620fe051171,true,true,true,true,true,true,true,true,true,true,true,16,16,Fixed-seed random differential case.
random_0115,20,ac6c77e98a83aa2f4ea3d3993cf4062bb9568e2edbf5fefe3501ca63dcc93d95,ac6c77e98a83aa2f4ea3d3993cf4062bb9568e2edbf5fefe3501ca63dcc93d95,true,true,true,true,true,true,true,true,true,true,true,5,5,Fixed-seed random differential case.
random_0116,18,fcf4dad4fcd2de127569106daede12ac3784093342fc71261b7d3d3034c25ff8,fcf4dad4fcd2de127569106daede12ac3784093342fc71261b7d3d3034c25ff8,true,true,true,true,true,true,true,true,true,true,true,4,4,Fixed-seed random differential case.
random_0117,18,961d21fb59f2b27bcf3ff42e4f73a02ad612811d70e5ff1286e6a51817398918,961d21fb59f2b27bcf3ff42e4f73a02ad612811d70e5ff1286e6a51817398918,true,true,true,true,true,true,true,true,true,true,true,8,8,Fixed-seed random differential case.
random_0118,27,30baa546050d2f524ce848def4cfee46a3836362096855b200b456da1c4608e1,30baa546050d2f524ce848def4cfee46a3836362096855b200b456da1c4608e1,true,true,true,true,true,true,true,true,true,true,true,11,11,Fixed-seed random differential case.
random_0119,24,5d862fd6ff9a7458db45c21245d76ec995b7d12470433af53e96678fec81dcf2,5d862fd6ff9a7458db45c21245d76ec995b7d12470433af53e96678fec81dcf2,true,true,true,true,true,true,true,true,true,true,true,9,9,Fixed-seed random differential case.
random_0120,17,703e25feacf132c609486f0db8c382151b5bea0205115fae10f564cf4454c625,703e25feacf132c609486f0db8c382151b5bea0205115fae10f564cf4454c625,true,true,true,true,true,true,true,true,true,true,true,2,2,Fixed-seed random differential case.
random_0121,28,21ebf91604e18e9894732e20cfc4158e20101070bf85ecb358f258538168663d,21ebf91604e18e9894732e20cfc4158e20101070bf85ecb358f258538168663d,true,true,true,true,true,true,true,true,true,true,true,11,11,Fixed-seed random differential case.
random_0122,16,ba48c8a45be1eba79513a85bee8181e4f5704924c22ff46aa114d83b58a597a7,ba48c8a45be1eba79513a85bee8181e4f5704924c22ff46aa114d83b58a597a7,true,true,true,true,true,true,true,true,true,true,true,4,4,Fixed-seed random differential case.
random_0123,22,5a22a51336c197120f674ac91be70a1df8c479b76b390360dbe56781d47aa873,5a22a51336c197120f674ac91be70a1df8c479b76b390360dbe56781d47aa873,true,true,true,true,true,true,true,true,true,true,true,2,2,Fixed-seed random differential case.
random_0124,27,0af649cefafc9682e4aabb7075a4955d212e3ca11b615ae4c6aec78e4c0081c2,0af649cefafc9682e4aabb7075a4955d212e3ca11b615ae4c6aec78e4c0081c2,true,true,true,true,true,true,true,true,true,true,true,12,12,Fixed-seed random differential case.
random_0125,14,0d649ec72a5ffcf8ffcf2bb13a61eeddd697b584624b0ff7dc4aefb0029218c8,0d649ec72a5ffcf8ffcf2bb13a61eeddd697b584624b0ff7dc4aefb0029218c8,true,true,true,true,true,true,true,true,true,true,true,9,9,Fixed-seed random differential case.
random_0126,11,9da2b6fc282545fc27958ed60d92d61dd4c0975c0c4eb2b76b4936fd465be534,9da2b6fc282545fc27958ed60d92d61dd4c0975c0c4eb2b76b4936fd465be534,true,true,true,true,true,true,true,true,true,true,true,7,7,Fixed-seed random differential case.
random_0127,23,a95deac6c364dd322b90d1cfcca4001f395c6bb0740df65cf7a923dede39644f,a95deac6c364dd322b90d1cfcca4001f395c6bb0740df65cf7a923dede39644f,true,true,true,true,true,true,true,true,true,true,true,9,9,Fixed-seed random differential case.
random_0128,4,76586025cceafa093ca78a65d38ee8a100d5f30b03f7232ac8efb8f451416229,76586025cceafa093ca78a65d38ee8a100d5f30b03f7232ac8efb8f451416229,true,true,true,true,true,true,true,true,true,true,true,0,0,Fixed-seed random differential case.
random_0129,30,2ebba71126d28fce7dc0c13858411589a704f62d4634874ff749a0043ba7add0,2ebba71126d28fce7dc0c13858411589a704f62d4634874ff749a0043ba7add0,true,true,true,true,true,true,true,true,true,true,true,14,14,Fixed-seed random differential case.
random_0130,30,6f2fdb7af21a5631d6680ce6298abf466581100b3ffcf409d481a3c03a0082c5,6f2fdb7af21a5631d6680ce6298abf466581100b3ffcf409d481a3c03a0082c5,true,true,true,true,true,true,true,true,true,true,true,9,9,Fixed-seed random differential case.
random_0131,25,2ae7b6a317d8ef36698a82926cef04c0a13c0c9a8b6b8fc4ed0a05aa6ee97123,2ae7b6a317d8ef36698a82926cef04c0a13c0c9a8b6b8fc4ed0a05aa6ee97123,true,true,true,true,true,true,true,true,true,true,true,11,11,Fixed-seed random differential case.
random_0132,19,ded97ec86868ae08c81c44a3abb981a19be96f1a3a74581ef92957292f7e745e,ded97ec86868ae08c81c44a3abb981a19be96f1a3a74581ef92957292f7e745e,true,true,true,true,true,true,true,true,true,true,true,3,3,Fixed-seed random differential case.
random_0133,21,6c3aac11f7a76284cda8f7f696348ad081b5dad216ca2e0debba896e4ee364d8,6c3aac11f7a76284cda8f7f696348ad081b5dad216ca2e0debba896e4ee364d8,true,true,true,true,true,true,true,true,true,true,true,2,2,Fixed-seed random differential case.
random_0134,16,d46bc46eae250ae054cea490019c9ae72c07913500e9bf8799b1da6761e43a22,d46bc46eae250ae054cea490019c9ae72c07913500e9bf8799b1da6761e43a22,true,true,true,true,true,true,true,true,true,true,true,5,5,Fixed-seed random differential case.
random_0135,32,2380c1672e49422f15b499737c42554094dc6b27e31b99581b1baab229190b45,2380c1672e49422f15b499737c42554094dc6b27e31b99581b1baab229190b45,true,true,true,true,true,true,true,true,true,true,true,11,11,Fixed-seed random differential case.
random_0136,18,5f51fcd3fefdb412ad6bd86b4b1a256051eb08d79b3870c463f4c5da4b3afc7e,5f51fcd3fefdb412ad6bd86b4b1a256051eb08d79b3870c463f4c5da4b3afc7e,true,true,true,true,true,true,true,true,true,true,true,3,3,Fixed-seed random differential case.
random_0137,19,ee12125405fc02f6b299693a976b0ec32e058cae2d1f460f969262154988c0cb,ee12125405fc02f6b299693a976b0ec32e058cae2d1f460f969262154988c0cb,true,true,true,true,true,true,true,true,true,true,true,1,1,Fixed-seed random differential case.
random_0138,26,d797621ce1ec1807224b7650a296bbe74a018388d1cf0580a37a2c44b0157c35,d797621ce1ec1807224b7650a296bbe74a018388d1cf0580a37a2c44b0157c35,true,true,true,true,true,true,true,true,true,true,true,14,14,Fixed-seed random differential case.
random_0139,23,fc43c8350b94d72eb88afbef07f29320bcc03ac32ba86a259b309cafd11592f9,fc43c8350b94d72eb88afbef07f29320bcc03ac32ba86a259b309cafd11592f9,true,true,true,true,true,true,true,true,true,true,true,10,10,Fixed-seed random differential case.
random_0140,25,9830f1af2757ca9e9310939473c27ca88fa61d29be9070d9fb8f2c9e0cf426ff,9830f1af2757ca9e9310939473c27ca88fa61d29be9070d9fb8f2c9e0cf426ff,true,true,true,true,true,true,true,true,true,true,true,9,9,Fixed-seed random differential case.
random_0141,23,4a505cc20a9b5ea42a981d80694bd9e775a87bc773c1284d9bca9c949aa153ac,4a505cc20a9b5ea42a981d80694bd9e775a87bc773c1284d9bca9c949aa153ac,true,true,true,true,true,true,true,true,true,true,true,9,9,Fixed-seed random differential case.
random_0142,39,b474c6afaa5cd31a263a3dca161c3fda9b71d69403ea2b73676b580e5ee19075,b474c6afaa5cd31a263a3dca161c3fda9b71d69403ea2b73676b580e5ee19075,true,true,true,true,true,true,true,true,true,true,true,14,14,Fixed-seed random differential case.
random_0143,28,b85163b4eee98bd448172728f7c85b04126956cf2c8d47df416d34798ebff190,b85163b4eee98bd448172728f7c85b04126956cf2c8d47df416d34798ebff190,true,true,true,true,true,true,true,true,true,true,true,10,10,Fixed-seed random differential case.
random_0144,22,a776b3e20fe7c0d6289c6f3def529197b8c09a5ca246b1c79e058fa5977f51b7,a776b3e20fe7c0d6289c6f3def529197b8c09a5ca246b1c79e058fa5977f51b7,true,true,true,true,true,true,true,true,true,true,true,13,13,Fixed-seed random differential case.
random_0145,9,bd77e21a4ce782e107421a9e814b882faa050a735eec59e24e3c998faeac5d46,bd77e21a4ce782e107421a9e814b882faa050a735eec59e24e3c998faeac5d46,true,true,true,true,true,true,true,true,true,true,true,2,2,Fixed-seed random differential case.
random_0146,22,dc6d163d4bb030ddc28389f9decd8d629d37fc9a1d592ecfcfd78c36190c8320,dc6d163d4bb030ddc28389f9decd8d629d37fc9a1d592ecfcfd78c36190c8320,true,true,true,true,true,true,true,true,true,true,true,5,5,Fixed-seed random differential case.
random_0147,11,518fd4464e4e7948d27f13d708f4c09930717ee1db13f43f03bda1796c0f8f89,518fd4464e4e7948d27f13d708f4c09930717ee1db13f43f03bda1796c0f8f89,true,true,true,true,true,true,true,true,true,true,true,1,1,Fixed-seed random differential case.
random_0148,19,6e8c5e0f329b6da65e0933bb8e39bfec8d5e76b306c1c97076149d353f26d6db,6e8c5e0f329b6da65e0933bb8e39bfec8d5e76b306c1c97076149d353f26d6db,true,true,true,true,true,true,true,true,true,true,true,0,0,Fixed-seed random differential case.
random_0149,34,129ea3e75240905ffe42c0a693d198b5227da43b220436680c14bc97b84b5a5e,129ea3e75240905ffe42c0a693d198b5227da43b220436680c14bc97b84b5a5e,true,true,true,true,true,true,true,true,true,true,true,18,18,Fixed-seed random differential case.
random_0150,23,3f522ab05944a2c8e271e834fa43c3952378d0c32c0c3a91c565aee7a7591625,3f522ab05944a2c8e271e834fa43c3952378d0c32c0c3a91c565aee7a7591625,true,true,true,true,true,true,true,true,true,true,true,9,9,Fixed-seed random differential case.
random_0151,30,727c5d695576fcb9fc3044d49836a04aaa6c1d8e56b80ee33f5dfb4b64a09c9c,727c5d695576fcb9fc3044d49836a04aaa6c1d8e56b80ee33f5dfb4b64a09c9c,true,true,true,true,true,true,true,true,true,true,true,10,10,Fixed-seed random differential case.
random_0152,12,bb98df8fe9c1928002505f5e39d62857ee1ae73f5021af1f4edfe3c83f4eca73,bb98df8fe9c1928002505f5e39d62857ee1ae73f5021af1f4edfe3c83f4eca73,true,true,true,true,true,true,true,true,true,true,true,3,3,Fixed-seed random differential case.
random_0153,35,e222fd68e836baee6653f271b1aced30de18f34ac2c86d28685f375b0273ce61,e222fd68e836baee6653f271b1aced30de18f34ac2c86d28685f375b0273ce61,true,true,true,true,true,true,true,true,true,true,true,16,16,Fixed-seed random differential case.
random_0154,28,be3242afb3461f20c0b43152606d192b30eac4856c9e3b0294a652b9cd92eeb0,be3242afb3461f20c0b43152606d192b30eac4856c9e3b0294a652b9cd92eeb0,true,true,true,true,true,true,true,true,true,true,true,12,12,Fixed-seed random differential case.
random_0155,20,f923ddd704ee62322dede5176631fefe9de979fafbebbe6c2777f0f94ef1dc45,f923ddd704ee62322dede5176631fefe9de979fafbebbe6c2777f0f94ef1dc45,true,true,true,true,true,true,true,true,true,true,true,2,2,Fixed-seed random differential case.
random_0156,36,2dd21f3e6a9fae98bbc72c36c09fbccdd024594b9062ecbb3f01b4a0e11472f6,2dd21f3e6a9fae98bbc72c36c09fbccdd024594b9062ecbb3f01b4a0e11472f6,true,true,true,true,true,true,true,true,true,true,true,17,17,Fixed-seed random differential case.
random_0157,30,64ec01c508c0c7a827aa21758eb2ac37e7daf61fa8016707284e39fcd4beec78,64ec01c508c0c7a827aa21758eb2ac37e7daf61fa8016707284e39fcd4beec78,true,true,true,true,true,true,true,true,true,true,true,12,12,Fixed-seed random differential case.
random_0158,25,11b1e98313730ec8597bcecd80f37820d09e4599554f70e308913674807d04fe,11b1e98313730ec8597bcecd80f37820d09e4599554f70e308913674807d04fe,true,true,true,true,true,true,true,true,true,true,true,9,9,Fixed-seed random differential case.
random_0159,18,2a00f217a0049081bda3da4fc4d652e5a5abfe2003db388ea60f5aca1aad6fca,2a00f217a0049081bda3da4fc4d652e5a5abfe2003db388ea60f5aca1aad6fca,true,true,true,true,true,true,true,true,true,true,true,3,3,Fixed-seed random differential case.
random_0160,22,b7c708b7a72933f42128b77e8b0b95df37d1ed2c28a526be23b725f7f6c0c3ca,b7c708b7a72933f42128b77e8b0b95df37d1ed2c28a526be23b725f7f6c0c3ca,true,true,true,true,true,true,true,true,true,true,true,10,10,Fixed-seed random differential case.
random_0161,25,7edee922d9cba9e012b82061deddc6de4fec462823e8599410e68d10a2449990,7edee922d9cba9e012b82061deddc6de4fec462823e8599410e68d10a2449990,true,true,true,true,true,true,true,true,true,true,true,13,13,Fixed-seed random differential case.
random_0162,32,9c8c75b57be662dc48898f9a6aa17d6460371c19abffa991bbe4cc32e6e2c826,9c8c75b57be662dc48898f9a6aa17d6460371c19abffa991bbe4cc32e6e2c826,true,true,true,true,true,true,true,true,true,true,true,16,16,Fixed-seed random differential case.
random_0163,21,4100ede4d776e4e39da5892608089eda5ff9be03409e3155e7ba43f5df159eaa,4100ede4d776e4e39da5892608089eda5ff9be03409e3155e7ba43f5df159eaa,true,true,true,true,true,true,true,true,true,true,true,5,5,Fixed-seed random differential case.
random_0164,17,a6f5d1710bc461a33a2255f3f4e19d0b141a7c8b5e1c532a2e32fe6c8f41bc74,a6f5d1710bc461a33a2255f3f4e19d0b141a7c8b5e1c532a2e32fe6c8f41bc74,true,true,true,true,true,true,true,true,true,true,true,3,3,Fixed-seed random differential case.
random_0165,18,2085bc162de7238c30a65eca1f6bf432da5afb237876c11883d87d7370f0b27b,2085bc162de7238c30a65eca1f6bf432da5afb237876c11883d87d7370f0b27b,true,true,true,true,true,true,true,true,true,true,true,3,3,Fixed-seed random differential case.
random_0166,14,3c3ac132405f8d7580869a2a4fb3215e103d497fa41843cecb752e72d0921039,3c3ac132405f8d7580869a2a4fb3215e103d497fa41843cecb752e72d0921039,true,true,true,true,true,true,true,true,true,true,true,3,3,Fixed-seed random differential case.
random_0167,31,de4f48eb74883d0d74fc7531cd37e67c445ca58e860688d3525f319325e2f162,de4f48eb74883d0d74fc7531cd37e67c445ca58e860688d3525f319325e2f162,true,true,true,true,true,true,true,true,true,true,true,4,4,Fixed-seed random differential case.
random_0168,18,7805ba1be05a65b6c928ab7505cb81f2cb5af89ab3ee7e39320c657e6cb97159,7805ba1be05a65b6c928ab7505cb81f2cb5af89ab3ee7e39320c657e6cb97159,true,true,true,true,true,true,true,true,true,true,true,6,6,Fixed-seed random differential case.
random_0169,11,a588b306f957c4b6d0e2d3de8d98c329e72d29f15143ead28c4efd2a74434b98,a588b306f957c4b6d0e2d3de8d98c329e72d29f15143ead28c4efd2a74434b98,true,true,true,true,true,true,true,true,true,true,true,1,1,Fixed-seed random differential case.
random_0170,10,d0165e5104b2c9bff0e453fb267a4a656b9e5d347e332feb1404cdb77c569cdf,d0165e5104b2c9bff0e453fb267a4a656b9e5d347e332feb1404cdb77c569cdf,true,true,true,true,true,true,true,true,true,true,true,4,4,Fixed-seed random differential case.
random_0171,23,83e61d1555475a1f48516cdf1343f188678700da7637626e9fa265f9f3e316b2,83e61d1555475a1f48516cdf1343f188678700da7637626e9fa265f9f3e316b2,true,true,true,true,true,true,true,true,true,true,true,2,2,Fixed-seed random differential case.
random_0172,14,895c0e3b65ea25bbd0e0777ad9c5e73e7c3b0c0923d4bc02570f457206eb4297,895c0e3b65ea25bbd0e0777ad9c5e73e7c3b0c0923d4bc02570f457206eb4297,true,true,true,true,true,true,true,true,true,true,true,1,1,Fixed-seed random differential case.
random_0173,31,da652438fadde09c0d3a5fa64892ba4eddb80c44196cc468f76da2f3b2c39f64,da652438fadde09c0d3a5fa64892ba4eddb80c44196cc468f76da2f3b2c39f64,true,true,true,true,true,true,true,true,true,true,true,16,16,Fixed-seed random differential case.
random_0174,8,b699382b2766d04046fe433f3ceb705df9f25ef62522f99c25986f23cf0d26d1,b699382b2766d04046fe433f3ceb705df9f25ef62522f99c25986f23cf0d26d1,true,true,true,true,true,true,true,true,true,true,true,0,0,Fixed-seed random differential case.
random_0175,20,2f48c331fb97277fe9cea145a252a0a16a86ef82a17a4f0575e3949e8b3fb6c2,2f48c331fb97277fe9cea145a252a0a16a86ef82a17a4f0575e3949e8b3fb6c2,true,true,true,true,true,true,true,true,true,true,true,6,6,Fixed-seed random differential case.
random_0176,19,64ee53a751d78cdec7fd4efe2c1492dcd92f34ab07086a4bae997240f3cca477,64ee53a751d78cdec7fd4efe2c1492dcd92f34ab07086a4bae997240f3cca477,true,true,true,true,true,true,true,true,true,true,true,1,1,Fixed-seed random differential case.
